precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1,accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted
0.9983357087844478,0.5698743247545366,0.7255735848571023,197891.0,0.022070566068084423,0.9108582266477003,0.04309687261632342,2109.0,0.57347,0.5102031374262661,0.7403662757011185,0.3843352287367129,0.9880409928545038,0.57347,0.7183768679265234
