precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1,accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted
0.9984147201935324,0.5505859286172691,0.709764836167025,197891.0,0.02130492676431425,0.9179706021811285,0.04164336416433642,2109.0,0.55446,0.5098598234789233,0.7342782653991988,0.37570410016568073,0.9881110974218213,0.55446,0.7027194952447567
