precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1,accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted
0.9983062624858855,0.5807995310549747,0.7343596755489248,197891.0,0.02255213856486391,0.9075391180654339,0.04401062325388887,2109.0,0.584245,0.5104292005253747,0.7441693245602043,0.3891851494014068,0.9880169352491384,0.584245,0.7270799447924737
