precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1,accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted
0.9987234867048861,0.44280437210383494,0.6135700031509296,197891.0,0.017788902646511257,0.9468942626837363,0.03492174521290549,2109.0,0.44812,0.5082561946756987,0.6948493173937856,0.3242458741819175,0.9883795315159906,0.44812,0.6074681572709731
