precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1,accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted
0.9984750357707659,0.5360021425936501,0.6975467162957094,197891.0,0.020764013309444586,0.9231863442389758,0.04061453737601302,2109.0,0.540085,0.5096195245401053,0.729594243416313,0.36908062683586124,0.9881650730389113,0.540085,0.6906193664690012
