precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1,accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted
0.9984584323749093,0.5073095795159962,0.6727829565939996,197891.0,0.019647471670035093,0.9265054528212423,0.03847895866564267,2109.0,0.51173,0.5090529520224721,0.7169075161686193,0.3556309576298211,0.9881368707942764,0.51173,0.6660942209358449
