precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1,accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted
0.9985400460797956,0.4423950558640868,0.6131423668866983,197891.0,0.017636166159215143,0.939307728781413,0.03462227465373356,2109.0,0.447635,0.5080881061195054,0.69085139232275,0.32388232077021595,0.9881964146660331,0.447635,0.6070418725141017
