precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1,accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted
0.9985473702559534,0.5210494666255666,0.6847771225162044,197891.0,0.020250364382513774,0.9288762446657184,0.039636613790870835,2109.0,0.52535,0.5093988673192336,0.7249628556456424,0.3622068681535376,0.988231228329018,0.52535,0.6779741158516956
