precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1,accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted
0.9986476362822646,0.5186895816383766,0.6827594005467715,197891.0,0.020263945606221134,0.9340919867235656,0.03966735799287196,2109.0,0.52307,0.5094557909442429,0.7263907841809711,0.3612133792698217,0.9883305802640857,0.5230699999999999,0.6759779949580407
