precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1,accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted
0.9985203993095196,0.5524606980610538,0.7113475177304964,197891.0,0.02151119753400139,0.9231863442389758,0.042042755344418044,2109.0,0.55637,0.5100157984217605,0.7378235211500148,0.37669513653745723,0.9882178372767968,0.55637,0.7042896990111353
