precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1,accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted
0.9983992559670193,0.564169163832615,0.7209490045655024,197891.0,0.02188779386914955,0.9151256519677572,0.04275302926256563,2109.0,0.56787,0.5101435249180845,0.739647407900186,0.381851016914034,0.9881019425991973,0.56787,0.7137974280059329
