precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1,accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted
0.9988169444091083,0.3967689283494449,0.5679328465358173,197891.0,0.016607628305461735,0.9559032716927454,0.03264803763593228,2109.0,0.402665,0.507712286357285,0.6763361000210951,0.3002904420858748,0.9884595471707954,0.402665,0.5622882682259681
